"itemid","label"
223837,"ETT Size (ID)"
224832,"ETT Type"
224651,"Ectopy Frequency 1"
224650,"Ectopy Type 1"
224862,"Edema Amount"
224031,"Edema Location"
224076,"Education Barrier"
224072,"Education Learner"
224077,"Education Method"
224075,"Education Readiness"
224079,"Education Response"
224073,"Education Topic"
226871,"Expiratory Ratio"
225184,"Eye Care"
227949,"Face to Face Eval (Non-violent)"
224024,"Family Communication"
224447,"Family Meeting"
226846,"Feeding Weight"
227468,"Fibrinogen"
224005,"Flatus"
224692,"Flow Pattern"
224735,"Flow Rate (variable/fixed)"
224865,"Flow Sensitivity"
223910,"Follows Commands"
227955,"Food and Fluid"
223875,"Fspn High"
220739,"GCS - Eye Opening"
223901,"GCS - Motor Response"
223900,"GCS - Verbal Response"
224007,"GI #1 Intub Site"
224009,"GI #1 Tube Drainage"
224010,"GI #1 Tube Place Check"
227588,"GI #1 Tube Place Method"
224786,"GI #1 Tube Status"
224785,"GI #1 Tube Type"
224441,"GI #2 Intub Site"
224443,"GI #2 Tube Place Check"
227589,"GI #2 Tube Place Method"
224789,"GI #2 Tube Status"
224788,"GI #2 Tube Type"
224017,"GU Catheter Size"
223904,"Gag Reflex"
227345,"Gait/Transferring"
226228,"Gender"
220621,"Glucose (serum)"
226537,"Glucose (whole blood)"
225664,"Glucose finger stick"
227443,"HCO3 (serum)"
224080,"Head of Bed"
220045,"Heart Rate"
220047,"Heart Rate Alarm - Low"
220048,"Heart Rhythm"
220046,"Heart rate Alarm - High"
226707,"Height"
226730,"Height (cm)"
220545,"Hematocrit (serum)"
226540,"Hematocrit (whole blood - calc)"
220228,"Hemoglobin"
227349,"High risk (>51) interventions"
227341,"History of falling (within 3 mnths)"
227517,"Humidification"
226185,"ICU Consent Signed"
227467,"INR"
227344,"IV/Saline lock"
227780,"Impaired Skin  - Dressing Status #1"
224037,"Impaired Skin Cleanse #1"
224888,"Impaired Skin Cleanse #2"
224563,"Impaired Skin Depth #1"
224895,"Impaired Skin Depth #2"
224259,"Impaired Skin Drainage #1"
224902,"Impaired Skin Drainage #2"
224847,"Impaired Skin Drainage Amount #1"
224909,"Impaired Skin Drainage Amount #2"
224562,"Impaired Skin Length #1"
224916,"Impaired Skin Length #2"
224564,"Impaired Skin Odor #1"
224923,"Impaired Skin Odor #2"
224032,"Impaired Skin Site #1"
224930,"Impaired Skin Site #2"
224038,"Impaired Skin Treatment #1"
224937,"Impaired Skin Treatment #2"
224561,"Impaired Skin Type #1"
224944,"Impaired Skin Type #2"
224846,"Impaired Skin Width #1"
224951,"Impaired Skin Width #2"
224226,"Impaired Skin Wound Base #1"
224958,"Impaired Skin Wound Base #2"
226873,"Inspiratory Ratio"
224738,"Inspiratory Time"
223872,"Inspired Gas Temp."
223835,"Inspired O2 Fraction"
225103,"Intravenous  / IV access prior to admission"
225667,"Ionized Calcium"
225067,"Is the spokesperson the Health Care Proxy"
225099,"Judgement"
220632,"LDH"
223920,"LL Strength/Movement"
223983,"LLE Color"
224762,"LLE Sensation"
224773,"LLE Temp"
223989,"LLL Lung Sounds"
223919,"LU Strength/Movement"
223982,"LUE Color"
224759,"LUE Sensation"
224769,"LUE Temp"
223988,"LUL Lung Sounds"
225668,"Lactic Acid"
226544,"Language"
227958,"Less Restrictive Measures"
226104,"Level of Consciousness"
220635,"Magnesium"
226381,"Marital Status"
224697,"Mean Airway Pressure"
227346,"Mental status"
224687,"Minute Volume"
220293,"Minute Volume Alarm - High"
220292,"Minute Volume Alarm - Low"
227293,"Multi Lumen Dressing Occlusive"
227756,"Multi Lumen Placement Confirmed by X-ray"
224281,"Multi Lumen Site Appear"
224283,"Multi Lumen Waveform Appear"
225206,"Multi Lumen Zero/Calibrate"
226113,"Multi Lumen placed in outside facility"
227240,"NBP Alarm Source"
224879,"Nares L"
224000,"Nares R"
223921,"Neuro Symptoms"
220180,"Non Invasive Blood Pressure diastolic"
220181,"Non Invasive Blood Pressure mean"
220179,"Non Invasive Blood Pressure systolic"
223751,"Non-Invasive Blood Pressure Alarm - High"
223752,"Non-Invasive Blood Pressure Alarm - Low"
226732,"O2 Delivery Device(s)"
223769,"O2 Saturation Pulseoxymetry Alarm - High"
223770,"O2 Saturation Pulseoxymetry Alarm - Low"
220277,"O2 saturation pulseoxymetry"
226168,"Oral Care"
223999,"Oral Cavity"
223898,"Orientation"
220339,"PEEP set"
223830,"PH (Arterial)"
220274,"PH (Venous)"
220734,"PH (dipstick)"
224701,"PSV Level"
227466,"PTT"
223795,"Pain Assessment Method"
223784,"Pain Cause"
223791,"Pain Level"
223794,"Pain Level Acceptable"
224409,"Pain Level Response"
223783,"Pain Location"
223792,"Pain Management"
223781,"Pain Present"
223782,"Pain Type"
224168,"Parameters Checked"
225059,"Past medical history"
227378,"Patient Location"
227960,"Patient/Family Informed"
223873,"Paw High"
224695,"Peak Insp. Pressure"
227461,"Phenytoin (Dilantin)"
225677,"Phosphorous"
224696,"Plateau Pressure"
227457,"Platelet Count"
224093,"Position"
227952,"Position Change"
223947,"PostTib. Pulses L"
223935,"PostTib. Pulses R"
227442,"Potassium (serum)"
227464,"Potassium (whole blood)"
223759,"Precautions: Standard +"
224088,"Pressure Reducing Device"
224631,"Pressure Ulcer Stage #1"
224965,"Pressure Ulcer Stage #2"
227988,"Pronator drift present"
227465,"Prothrombin time"
227288,"Pupil Response Left"
227121,"Pupil Response Right"
224733,"Pupil Size Left"
223907,"Pupil Size Right"
223918,"RL Strength/Movement"
223979,"RLE Color"
223924,"RLE Sensation"
224771,"RLE Temp"
223987,"RLL Lung Sounds"
224740,"RSBI Deferred"
223917,"RU Strength/Movement"
223976,"RUE Color"
224758,"RUE Sensation"
224767,"RUE Temp"
223986,"RUL Lung Sounds"
226545,"Race"
223948,"Radial Pulse L"
223936,"Radial Pulse R"
227953,"Range of Motion"
224092,"Range of Motion Location"
225176,"Range of Motion Status"
227947,"Reason for Restraint (Non-violent)"
226543,"Religion"
224161,"Resp Alarm - High"
224162,"Resp Alarm - Low"
223990,"Respiratory Effort"
223985,"Respiratory Pattern"
220210,"Respiratory Rate"
224688,"Respiratory Rate (Set)"
224690,"Respiratory Rate (Total)"
224689,"Respiratory Rate (spontaneous)"
224756,"Response"
223916,"Response to Stimuli (Type)"
227945,"Restraint (Non-violent)"
227948,"Restraint Device (Non-violent)"
227950,"Restraint Location"
227946,"Restraint Ordered (Non-violent)"
227959,"Restraints Evaluated"
223753,"Riker-SAS Scale"
223754,"Risk for Falls"
227969,"Safety Measures_U_1"
227342,"Secondary diagnosis"
225175,"See chart for initial patient assessment"
223923,"Seizure Activity"
223925,"Seizure Duration"
224640,"Service"
227961,"Side  Rails"
227944,"Side Rails"
227957,"Signs of Injury from Intervention"
225185,"Skin Care"
224028,"Skin Color"
224860,"Skin Condition"
224026,"Skin Integrity"
224027,"Skin Temperature"
225978,"Slope"
227688,"Smoking Cessation Info Offered through BIDMC Inpatient Guide"
225078,"Social work consult"
220645,"Sodium (serum)"
226534,"Sodium (whole blood)"
226253,"SpO2 Desat Limit"
227471,"Specific Gravity (urine)"
223902,"Speech"
224025,"Spiritual Support"
224422,"Spont RR"
224421,"Spont Vt"
223911,"Spontaneous Movement"
224373,"Sputum Amount"
224370,"Sputum Color"
224369,"Sputum Consistency"
224372,"Sputum Source"
227954,"Status and Comfort"
224794,"Stool Color"
224011,"Stool Consistency"
226586,"Stool Estimate"
224013,"Stool Guaiac"
227801,"Stool Guaiac QC"
224012,"Stool Management"
226169,"Subglottal Suctioning"
224023,"Support Systems"
224565,"Surrounding Tissue #1"
224972,"Surrounding Tissue #2"
225698,"TCO2 (calc) Arterial"
223679,"TCO2 (calc) Venous"
223761,"Temperature Fahrenheit"
224642,"Temperature Site"
224087,"Therapeutic Bed"
224685,"Tidal Volume (observed)"
224684,"Tidal Volume (set)"
224686,"Tidal Volume (spontaneous)"
225690,"Total Bilirubin"
224700,"Total PEEP Level"
227429,"Troponin-T"
224632,"Tunneling Present #1"
224979,"Tunneling Present #2"
224082,"Turn"
225091,"Unable to assess activity / mobility"
225086,"Unable to assess cognitive / perceptual"
225105,"Unable to assess habits"
225117,"Unable to assess nutrition / education"
225112,"Unable to assess pain"
225070,"Unable to assess psychological"
225129,"Unable to assess teaching / learning needs"
224633,"Undermining Present #1"
224986,"Undermining Present #2"
223796,"Untoward Effect"
227956,"Urinal/Bedpan"
224876,"Urine Appearance"
224016,"Urine Color"
224015,"Urine Source"
227454,"Vancomycin (Random)"
227455,"Vancomycin (Trough)"
226062,"Venous CO2 Pressure"
226063,"Venous O2 Pressure"
223849,"Ventilator Mode"
227565,"Ventilator Tank #1"
227566,"Ventilator Tank #2"
223848,"Ventilator Type"
223874,"Vti High"
220546,"WBC"
224105,"Warming Device"
225050,"Warming Device Status"
